StatusLogID,MoldID,CutterID,ItemType,Status,Timestamp,EmployeeID,DestinationID,Notes,AuditDate,AuditType,SessionID,SessionName,SessionMode,AuditSessionID,UpdatedAt,UpdatedBy
282,360,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
283,417,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
284,283,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
285,322,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
286,1167,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
287,1127,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
288,321,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
289,394,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
290,3064,,,DISPOSED,3/23/2026,1,,廃棄済,,,,,,,,
291,5559,,,IN,3/24/2026,1,,確認済,3/24/2026,Audit,,,,,,
292,5421,,,IN,3/24/2026,1,,確認済,3/24/2026,Audit,,,,,,
293,5422,,,IN,3/24/2026,1,,確認済,3/24/2026,Audit,,,,,,
294,1163,,,IN,3/24/2026,1,,確認済,3/24/2026,Audit,,,,,,
295,5747,,mold,OUT,3/24/2026,1,,テフロン加工へ発送,,,,,,,,
296,5761,,,IN,3/24/2026,1,,確認済,3/24/2026,Audit,,,,,,
297,5730,,,IN,3/25/2026,1,,確認済,3/25/2026,Audit,,,,,,
298,5762,,,IN,3/25/2026,3,,確認済,3/25/2026,Audit,,,,,,
299,5763,,,IN,3/25/2026,3,,確認済,3/25/2026,Audit,,,,,,
300,5740,,,IN,3/25/2026,3,,確認済,3/25/2026,Audit,,,,,,
301,5764,,mold,OUT,3/27/2026,1,,テフロン加工へ発送,,,,,,,,
302,5747,,mold,IN,3/27/2026,1,,テフロン加工後受取,,,,,,,,
303,5740,,mold,OUT,3/24/2026,1,,テフロン加工へ発送,,,,,,,,
304,5740,,mold,IN,3/30/2026,1,,テフロン加工後受取,,,,,,,,
305,5764,,mold,IN,4/1/2026,1,,テフロン加工後受取,,,,,,,,
306,263,,,IN,4/1/2026,1,,確認済,4/1/2026,Audit,,,,,,
307,262,,,IN,4/1/2026,1,,確認済,4/1/2026,Audit,,,,,,
308,262,,,IN,4/1/2026,1,,確認済,4/1/2026,Audit,,,,,,
309,912,,,IN,4/1/2026,1,,確認済,4/1/2026,Audit,,,,,,
310,950,,,IN,4/1/2026,1,,確認済,4/1/2026,Audit,,,,,,
311,961,,,IN,4/1/2026,1,,確認済,4/1/2026,Audit,,,,,,
312,1316,,,IN,4/1/2026,1,,確認済,4/1/2026,Audit,,,,,,
313,5758,,mold,OUT,4/1/2026,1,,テフロン加工へ発送,,,,,,,,
314,5779,,,IN,4/1/2026,1,,確認済,4/1/2026,Audit,,,,,,
315,5779,,,IN,4/1/2026,1,,確認済,4/1/2026,Audit,,,,,,
316,5747,,,OUT,4/2/2026,1,7,,4/2/2026,Check-out,,,,,,
317,5650,,,IN,4/2/2026,1,,確認済,4/2/2026,Audit,,,,,,
318,5699,,,IN,4/2/2026,1,,確認済,4/2/2026,Audit,,,,,,
319,4461,,,IN,4/2/2026,1,,確認済,4/2/2026,Audit,,,,,,
320,5607,,,IN,4/2/2026,1,,確認済,4/2/2026,Audit,,,,,,
321,5765,,,IN,4/2/2026,1,,確認済,4/2/2026,Audit,,,,,,
322,5771,,,OUT,4/2/2026,1,9,,4/2/2026,Check-out,,,,,,
323,5776,,,OUT,4/2/2026,3,6,,4/2/2026,Check-out,,,,,,
324,5764,,,IN,4/6/2026,1,,確認済,4/6/2026,Audit,,,,,,
325,5761,,,IN,4/6/2026,1,,確認済,4/6/2026,Audit,,,,,,
326,5762,,,IN,4/6/2026,1,,確認済,4/6/2026,Audit,,,,,,
327,5763,,,IN,4/6/2026,1,,確認済,4/6/2026,Audit,,,,,,
328,5740,,,IN,4/6/2026,1,,確認済,4/6/2026,Audit,,,,,,
329,5758,,mold,IN,4/6/2026,1,,テフロン加工後受取,,,,,,,,
330,5776,,,IN,4/7/2026,1,,確認済,4/7/2026,Check-in,,,,,,
331,5776,,,OUT,4/7/2026,1,10,,4/7/2026,Check-out,,,,,,
332,5768,,,OUT,4/7/2026,2,4,,4/7/2026,Check-out,,,,,,
333,5776,,,IN,4/7/2026,1,,確認済,4/7/2026,Check-in,,,,,,
334,5341,,,IN,4/7/2026,1,,確認済,4/7/2026,Audit,,,,,,
335,4808,,,IN,4/7/2026,1,,確認済,4/7/2026,Audit,,,,,,
336,5747,,,IN,4/7/2026,1,,確認済,4/7/2026,Check-in,,,,,,
337,5765,,mold,OUT,4/6/2026,1,,テフロン加工へ発送,,,,,,,,
338,5539,,,IN,4/8/2026,1,,確認済,4/8/2026,Audit,,,,,,
339,5683,,mold,OUT,4/10/2026,1,,テフロン加工へ発送,,,,,,,,
340,5775,,,IN,4/10/2026,3,,確認済,4/10/2026,Audit,,,,,,
341,5683,,mold,IN,4/15/2026,1,,テフロン加工後受取,,,,,,,,
342,5683,,,IN,4/15/2026,1,,確認済,4/15/2026,Audit,,,,,,
