CutterMasterID,CutterMasterCode,CutterMasterName,DesignMasterID,CustomerID,TrayID,Status,CreatedAt,UpdatedAt,Notes,UpdatedBy
1,-CID-3084,KSP117,4191,,4734,ACTIVE,1/5/2026,3/10/2026,seed from tblCutter CutterID=3084,
2,-CID-3085,JAE237,3693,,4520,ACTIVE,1/8/2026,3/10/2026,seed from tblCutter CutterID=3085,
3,-CID-3086,SSM058,77,,5189,ACTIVE,1/19/2026,3/10/2026,seed from tblCutter CutterID=3086,
4,-CID-3087,SIT029,4578,,5193,ACTIVE,2/4/2026,3/10/2026,seed from tblCutter CutterID=3087,
5,-CID-3089,MTM189,63,,5172,ACTIVE,2/26/2026,3/10/2026,seed from tblCutter CutterID=3089,
6,-CID-3090,SMK218R3,4586,,5209,ACTIVE,2/26/2026,3/10/2026,seed from tblCutter CutterID=3090,
7,-CID-3091,JAE346,4380,,4961,ACTIVE,2/26/2026,3/10/2026,seed from tblCutter CutterID=3091,
8,-CID-3092,AON005,68,,5216,ACTIVE,3/6/2026,3/10/2026,seed from tblCutter CutterID=3092,
9,JAE356-CID-3058,JAE-356,94,,5089,ACTIVE,9/29/2025,3/10/2026,seed from tblCutter CutterID=3058,
10,SIT025-CID-3059,SIT-025,85,,5079,ACTIVE,10/3/2025,3/10/2026,seed from tblCutter CutterID=3059,
11,TE24868482-CID-3060,TE-2486848-2,2722,,35,ACTIVE,10/7/2025,3/10/2026,seed from tblCutter CutterID=3060,
12,TE24868481-CID-3061,TE-2486848-1,2721,,34,ACTIVE,10/7/2025,3/10/2026,seed from tblCutter CutterID=3061,
13,ENT004-CID-3062,ENT-004,88,,5117,ACTIVE,10/10/2025,3/10/2026,seed from tblCutter CutterID=3062,
14,RPD006R1-CID-3063,RPD-006 R1,27,,5122,ACTIVE,10/22/2025,3/10/2026,seed from tblCutter CutterID=3063,
15,JAE357R3-CID-3064,JAE-357 R3,30,,5125,ACTIVE,10/22/2025,3/10/2026,seed from tblCutter CutterID=3064,
16,SCW004-CID-3065,SCW-004,31,,5126,ACTIVE,10/22/2025,3/10/2026,seed from tblCutter CutterID=3065,
17,RPD004R2-CID-3066,RPD-004 R2,24,,5119,ACTIVE,10/22/2025,3/10/2026,seed from tblCutter CutterID=3066,
18,TE24933072-CID-3068,TE-2493307-2,91,,5129,ACTIVE,10/22/2025,3/10/2026,seed from tblCutter CutterID=3068,
19,TE24941471-CID-3069,TE-2494147-1,4565,,5132,ACTIVE,10/22/2025,3/10/2026,seed from tblCutter CutterID=3069,
20,OOT044-CID-3070,OOT-044,5,,5144,ACTIVE,11/14/2025,3/10/2026,seed from tblCutter CutterID=3070,
21,TOK020-CID-3071,TOK-020,8,,5147,ACTIVE,11/20/2025,3/10/2026,seed from tblCutter CutterID=3071,
22,YCM078-CID-3072,YCM-078,13,,5138,ACTIVE,11/20/2025,3/10/2026,seed from tblCutter CutterID=3072,
23,CHG005R1-CID-3073,CHG-005 R1,40,,5157,ACTIVE,12/1/2025,3/10/2026,seed from tblCutter CutterID=3073,
24,YCM038B-CID-175,YCM-038B,3274,230,2716,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=175,
25,NPR002-CID-176,NPR-002,1759,271,1463,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=176,
26,SSK005-CID-177,SSK-005,2276,80,1874,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=177,
27,JAE090-CID-179,JAE-090,752,177,638,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=179,
28,MYS003-CID-180,MYS-003,1548,11,1303,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=180,
29,KSC003-CID-181,KSC-003,1149,197,990,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=181,
30,OIK001-CID-185,OIK-001,1864,289,1558,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=185,
31,ORM001-CID-186,ORM-001,1871,333,4097,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=186,
32,YZW001-CID-187,YZW-001,3529,284,2920,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=187,
33,QAS003-CID-188,QAS-003,1986,280,1660,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=188,
34,TKS021-CID-189,TKS-021,3137,99,2595,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=189,
35,YOK003-CID-190,YOK-003,3359,239,2779,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=190,
36,SJK010-CID-191,SJK-010,2097,281,1753,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=191,
37,KBT001-CID-192,KBT-001,953,311,823,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=192,
38,JAE051-CID-193,JAE-051,736,177,3919,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=193,
39,TNX013-CID-194,TNX-013,3159,102,2613,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=194,
40,DIC036-CID-195,DIC-036,473,141,308,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=195,
41,YES003-CID-196,YES-003,3314,231,2747,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=196,
42,SMK185-CID-197,SMK-185,2199,71,4165,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=197,
43,YSM042-CID-198,YSM-042,3503,241,2895,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=198,
44,KSP179-CID-199,KSP-179,1327,199,1123,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=199,
45,OOT020-CID-200,OOT-020,1887,38,4099,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=200,
46,OOT025-CID-201,OOT-025,1892,38,1578,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=201,
47,KIK005T-CID-202,KIK-005T,1057,291,911,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=202,
48,KIK005B-CID-203,KIK-005B,1056,291,911,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=203,
49,JAE132-CID-204,JAE-132,772,177,654,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=204,
50,JAE193-CID-205,JAE-193,816,177,694,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=205,
51,DDB004-CID-206,DDB-004,447,139,286,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=206,
52,DDB001-CID-207,DDB-001,444,139,283,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=207,
53,YCM059-CID-208,YCM-059,3292,230,2731,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=208,
54,YCM066-CID-209,YCM-066,3297,230,2736,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=209,
55,SSK002-CID-210,SSK-002,2273,80,1871,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=210,
56,KSP196-CID-211,KSP-196,1344,199,1140,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=211,
57,KSP152-CID-212,KSP-152,1302,199,1100,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=212,
58,KSP105-CID-213,KSP-105,1264,199,4000,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=213,
59,KDS105-CID-214,KDS-105,1004,248,868,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=214,
60,RCH003-CID-215,RCH-003,1992,49,1666,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=215,
61,YMS004-CID-216,YMS-004,3344,237,4345,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=216,
62,HKS006-CID-217,HKS-006,653,162,556,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=217,
63,LPS022-CID-218,LPS-022,1403,206,1189,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=218,
64,RCH006-CID-219,RCH-006,1995,49,1669,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=219,
65,MZT007-CID-220,MZT-007,1554,12,1305,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=220,
66,SMK-CID-221,SMK,2162,71,4138,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=221,
67,MDS004-CID-222,MDS-004,1419,210,1203,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=222,
68,TE81565-CID-223,TE-8-156-5,2967,93,4305,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=223,
69,ELS001-CID-224,ELS-001,205,150,430,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=224,
70,MTM060-CID-225,MTM-060,1503,9,1278,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=225,
71,YSM019-CID-226,YSM-019,3480,241,2872,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=226,
72,TIH008-CID-227,TIH-008,3065,95,4326,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=227,
73,SK048R-CID-228,SK-048R,2124,65,4128,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=228,
74,ADV032-CID-229,ADV-032,142,110,90,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=229,
75,AMP027-CID-230,AMP-027,332,117,183,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=230,
76,TMC85Y?-CID-231,TMC-85Y?,3147,100,4336,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=231,
77,SDSJ001-CID-232,SDSJ-001,2023,58,4116,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=232,
78,KSE（湾）-CID-234,KSE（湾）,1151,198,3962,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=234,
79,YSR015-CID-235,YSR-015,3521,242,2913,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=235,
80,MTM045-CID-236,MTM-045,1502,9,4025,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=236,
81,KSE016R-CID-237,KSE-016 R,1160,198,3964,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=237,
82,TIH003-CID-238,TIH-003,3060,95,2520,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=238,
83,NKI004-CID-239,NKI-004,1709,23,1438,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=239,
84,GMY086-CID-240,GMY-086,634,157,523,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=240,
85,TYU001-CID-241,TYU-001,3217,225,2668,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=241,
86,MZT056-CID-242,MZT-056,1567,12,4050,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=242,
87,Other-CID-243,Other,1937,244,2952,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=243,
88,ADY063-CID-245,ADY-063,156,111,101,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=245,
89,KSP076-CID-246,KSP-076,1237,199,3998,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=246,
90,KSP076-CID-247,KSP-076,1237,199,3998,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=247,
91,KSP076-CID-248,KSP-076,1237,199,3998,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=248,
92,MTM035-CID-249,MTM-035,1500,9,1277,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=249,
93,LPS004-CID-250,LPS-004,1391,206,1178,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=250,
94,STF003-CID-251,STF-003,2349,83,1935,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=251,
95,SK048-CID-252,SK-048,2123,65,4128,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=252,
96,PNS002-CID-253,PNS-002,1969,46,4112,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=253,
97,STF001-CID-254,STF-001,2347,83,4188,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=254,
98,STF001-CID-255,STF-001,2347,83,4188,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=255,
99,JAE002-CID-256,JAE-002,705,177,600,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=256,
100,MZT068-CID-257,MZT-068,1571,12,1312,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=257,
101,ADY053-CID-258,ADY-053,149,111,96,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=258,
102,TWD001-CID-259,TWD-001,3210,222,2662,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=259,
103,AXN001-CID-262,AXN-001,401,325,3880,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=262,
104,TIH009B-CID-263,TIH-009B,3066,95,4327,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=263,
105,SAI001-CID-264,SAI-001,2014,53,1683,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=264,
106,MTD002-CID-265,MTD-002,1490,7,1272,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=265,
107,YOK001-CID-266,YOK-001,3357,239,2778,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=266,
108,TBG003-CID-267,TBG-003,2385,90,1965,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=267,
109,SPK001-CID-268,SPK-001,2250,78,1854,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=268,
110,YCM028-CID-269,YCM-028,3265,230,2708,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=269,
111,TE20533T-CID-270,TE-2-053-3T,2612,93,4215,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=270,
112,TE20533B-CID-271,TE-2-053-3B,2611,93,4215,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=271,
113,MTR001-CID-272,MTR-001,1541,10,4036,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=272,
114,MTR002-CID-273,MTR-002,1543,10,1299,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=273,
115,MTR003-CID-274,MTR-003,1544,10,1300,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=274,
116,MTR004-CID-275,MTR-004,1545,10,4037,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=275,
117,YCM027-CID-276,YCM-027,3264,230,2707,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=276,
118,IZW001-CID-278,IZW-001,700,327,3913,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=278,
119,IZW002-CID-279,IZW-002,701,327,3914,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=279,
120,TJS002-CID-280,TJS-002,3087,264,4328,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=280,
121,SJI014-CID-281,SJI-014,2081,63,1740,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=281,
122,FDE003-CID-282,FDE-003,272,328,3899,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=282,
123,ADY051-CID-283,ADY-051,148,111,95,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=283,
124,MZT009-CID-284,MZT-009,1556,12,4042,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=284,
125,KSP045-CID-285,KSP-045,1214,199,3985,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=285,
126,MTD001-CID-286,MTD-001,1487,7,4018,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=286,
127,ODS038-CID-287,ODS-038,1838,32,4094,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=287,
128,ONER001-CID-288,ONER-001,1872,37,1565,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=288,
129,TE12795085-CID-289,TE-1279508-5,2589,93,2145,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=289,
130,TE12795084-CID-290,TE-1279508-4,2588,93,2144,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=290,
131,SMK125-CID-291,SMK-125,2182,71,4155,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=291,
132,TNX001-CID-292,TNX-001,3151,102,2606,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=292,
133,SES004-CID-293,SES-004,2031,285,1697,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=293,
134,SPJ046-CID-294,SPJ-046,2246,77,1850,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=294,
135,EXD008-CID-295,EXD-008,248,152,472,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=295,
136,TKO-CID-296,TKO,3117,98,4332,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=296,
137,YCM001-CID-297,YCM-001,3254,230,2699,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=297,
138,MS042-CID-298,MS-042,1481,5,1264,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=298,
139,AMP018-CID-299,AMP-018,324,117,175,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=299,
140,NEC-CID-300,NEC,1633,15,4058,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=300,
141,EXD006-CID-301,EXD-006,247,152,471,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=301,
142,IRS001-CID-303,IRS-001,694,329,3911,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=303,
143,MZT112-CID-304,MZT-112,1603,12,1342,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=304,
144,TE11457-CID-305,TE-1-145-7,2569,93,2133,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=305,
145,KSP040-CID-306,KSP-040,1209,199,3980,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=306,
146,YZP004B-CID-307,YZP-004B,3528,330,4349,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=307,
147,TKD002-CID-308,TKD-002,3093,96,2559,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=308,
148,SDK001-CID-309,SDK-001,2021,57,1689,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=309,
149,JPS002-CID-310,JPS-002,944,301,3934,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=310,
150,TBG001-CID-311,TBG-001,2383,90,1963,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=311,
151,MZT010-CID-312,MZT-010,1557,12,4043,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=312,
152,MZT012-CID-313,MZT-012,1558,12,4044,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=313,
153,SPJ034-CID-314,SPJ-034,2243,77,1847,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=314,
154,KSP046-CID-315,KSP-046,1215,199,3986,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=315,
155,SPJ046-CID-317,SPJ-046,2246,77,1850,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=317,
156,MZT014-CID-318,MZT-014,1560,12,4046,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=318,
157,TE014-CID-319,TE-014,2485,93,2059,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=319,
158,EXD018-CID-320,EXD-018,254,152,478,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=320,
159,TNG001-CID-321,TNG-001,3150,274,2605,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=321,
160,NEC007-CID-322,NEC-007,1638,15,1374,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=322,
161,NGS005B-CID-323,NGS-005B,1666,18,1400,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=323,
162,YSR014-CID-324,YSR-014,3520,242,2912,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=324,
163,COT002-CID-325,COT-002,427,136,268,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=325,
164,NSK-CID-326,NSK,1791,28,4091,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=326,
165,KDS048-CID-327,KDS-048,967,248,836,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=327,
166,KSP051-CID-328,KSP-051,1222,199,3993,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=328,
167,KSP053-CID-329,KSP-053,1223,199,3994,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=329,
168,NEC008-CID-330,NEC-008,1640,15,1376,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=330,
169,TKD004-CID-331,TKD-004,3095,96,2561,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=331,
170,MZT020-CID-332,MZT-020,1564,12,4049,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=332,
171,Other-CID-333,Other,1937,244,2952,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=333,
172,TE11413-CID-334,TE-1-141-3,2564,93,5,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=334,
173,TIH001-CID-335,TIH-001,3058,95,2518,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=335,
174,JAE117-CID-336,JAE-117,762,177,646,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=336,
175,ADY123-CID-337,ADY-123,286,111,3871,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=337,
176,TPS002-CID-338,TPS-002,3195,262,2647,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=338,
177,MTM115-CID-339,MTM-115,1510,9,1281,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=339,
178,DIM005-CID-340,DIM-005,575,142,403,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=340,
179,WKE001-CID-341,WKE-001,3234,227,2685,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=341,
180,SMK213-CID-342,SMK-213,2213,71,1823,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=342,
181,JAE113R874H-CID-343,JAE-113 R8 74H,759,177,643,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=343,
182,SZT004-CID-344,SZT-004,2376,88,1957,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=344,
183,YKW003-CID-345,YKW-003,3326,236,2758,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=345,
184,STP001-CID-346,STP-001,2361,266,1944,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=346,
185,YCM017-CID-347,YCM-017,3258,230,4338,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=347,
186,YKW004-CID-348,YKW-004,3327,236,2759,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=348,
187,ADY090R-CID-349,ADY-090 R,182,111,119,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=349,
188,DK030-CID-350,DK-030,593,144,3893,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=350,
189,ADY083R-CID-351,ADY-083R,175,111,112,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=351,
190,SK051-CID-352,SK-051,2125,65,4130,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=352,
191,KOS003-CID-353,KOS-003,1095,195,947,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=353,
192,DIC023-CID-354,DIC-023,467,141,3885,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=354,
193,ADY117-CID-355,ADY-117,283,111,3870,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=355,
194,STD004-CID-356,STD-004,2342,82,1931,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=356,
195,JAE067-CID-357,JAE-067,744,177,3922,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=357,
196,JAE025-CID-358,JAE-025,720,177,3916,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=358,
197,SSK001-CID-359,SSK-001,2272,80,1870,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=359,
198,RCH001-CID-360,RCH-001,1990,49,1664,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=360,
199,JAE075-CID-361,JAE-075,747,177,3923,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=361,
200,MTM-CID-362,MTM,1494,9,4020,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=362,
201,SSK004-CID-363,SSK-004,2275,80,1873,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=363,
202,TE61571-CID-364,TE-6-157-1,2897,93,2388,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=364,
203,TNX012-CID-365,TNX-012,3158,102,2612,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=365,
204,NPR001-CID-366,NPR-001,1758,271,1462,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=366,
205,GMY096-CID-367,GMY-096,643,157,532,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=367,
206,KSP115-CID-368,KSP-115,1275,199,4001,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=368,
207,DIM004-CID-369,DIM-004,574,142,3890,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=369,
208,KIK501-CID-370,KIK-501,1058,291,3949,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=370,
209,DIC033-CID-371,DIC-033,472,141,3887,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=371,
210,JIC002-CID-372,JIC-002,942,178,815,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=372,
211,YMT008-CID-373,YMT-008,3354,238,2775,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=373,
212,SRD001-CID-374,SRD-001,2251,310,1855,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=374,
213,YCM047-CID-375,YCM-047,3283,230,4341,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=375,
214,ADY078T-CID-376,ADY-078T,169,111,107,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=376,
215,ADY075-CID-377,ADY-075,164,111,3862,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=377,
216,TE01561-CID-378,TE-0-156-1,2488,93,2062,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=378,
217,NKP001-CID-379,NKP-001,1712,259,1441,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=379,
218,JAE007-CID-380,JAE-007,710,177,605,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=380,
219,TJS003-CID-381,TJS-003,3088,264,2556,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=381,
220,NGK001-CID-382,NGK-001,1659,17,1393,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=382,
221,CST009-CID-383,CST-009,442,138,281,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=383,
