CutterMasterID,CutterMasterCode,CutterMasterName,DesignMasterID,CustomerID,TrayID,Status,CreatedAt,UpdatedAt,Notes,UpdatedBy
1419,TE24457971-CID-2178,TE-2445797-1,2709,,28,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2178,
1420,OOT040-CID-2180,OOT-040,1904,,1589,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2180,
1421,TE24574351-CID-2182,TE-2457435-1,2713,,32,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2182,
1422,WTN006-CID-2183,WTN-006,3243,,2694,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2183,
1423,ADY125-CID-2186,ADY-125,288,,141,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2186,
1424,SSM054-CID-2188,SSM-054,2334,,1925,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2188,
1425,TE24574361R3-CID-2190,TE-2457436-1 R3,2718,,33,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2190,
1426,ADY126-CID-2192,ADY-126,289,,142,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2192,
1427,KOS017-CID-2194,KOS-017,1110,,960,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2194,
1428,CBS001-CID-2196,CBS-001,408,,250,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2196,
1429,TE014-CID-2198,TE-014,2485,,2059,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2198,
1430,DIC147-CID-2200,DIC-147,567,,399,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2200,
1431,PLX002R2-CID-2202,PLX-002 R2,1967,,1641,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2202,
1432,MZT145-CID-2203,MZT-145,1627,,4057,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2203,
1433,ASC002-CID-2205,ASC-002,356,,204,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2205,
1434,OOT043-CID-2207,OOT-043,1909,,1593,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2207,
1435,MTS001-CID-2209,MTS-001,1546,,1301,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2209,
1436,NGS018R1-CID-2214,NGS-018 R1,3627,,4467,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2214,
1437,JAE325R1-CID-2216,JAE-325 R1,3644,,4470,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2216,
1438,TIH024R2-CID-2218,TIH-024 R2,3698,,2542,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2218,
1439,MKD006-CID-2219,MKD-006,4228,,4844,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2219,
1440,SK003-CID-2220,SK-003,4030,,2,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2220,
1441,MZT139-CID-2221,MZT-139,1622,,1360,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2221,
1442,SJI020-CID-2224,SJI-020,2087,,1744,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2224,
1443,HYS002-CID-2226,HYS-002,3699,,4466,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2226,
1444,DIC152R1-CID-2227,DIC-152 R1,3731,,4552,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2227,
1445,KOK001-CID-2229,KOK-001,1089,,941,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2229,
1446,YMT011-CID-2232,YMT-011,4063,,,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2232,
1447,DIC049-CID-2237,DIC-049,484,,3889,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2237,
1448,Other-CID-2238,Other,1937,,2952,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2238,
1449,Other-CID-2239,Other,1937,,2952,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2239,
1450,DIC148-CID-2241,DIC-148,570,,400,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2241,
1451,EXD001-CID-2247,EXD-001,3662,,4493,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2247,
1452,MZT084-CID-2250,MZT-084,1582,,1322,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2250,
1453,YCM060-CID-2251,YCM-060,3293,,2732,ACTIVE,3/10/2026,3/10/2026,seed from tblCutter CutterID=2251,
1454,JAE309-CID-2252,JAE-309,924,,798,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2252,
1455,GMY087-CID-2253,GMY-087,635,,524,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2253,
1456,TKD008-CID-2254,TKD-008,3099,,2564,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2254,
1457,YSDH0301-CID-2255,YSD-H-030-1,3441,,542,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2255,
1458,GMY088-CID-2258,GMY-088,4251,,4858,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2258,
1459,KSP068-CID-2260,KSP-068,3740,,2,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2260,
1460,YCM024-CID-2261,YCM-024,3261,,2705,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2261,
1461,TKD007-CID-2263,TKD-007,3098,,2563,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2263,
1462,TKD007-CID-2265,TKD-007,3098,,2563,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2265,
1463,ARK001-CID-2267,ARK-001,353,,201,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2267,
1464,KDS065-CID-2269,KDS-065,3573,,4407,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2269,
1465,KDS068-CID-2271,KDS-068,979,,845,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2271,
1466,ADY072-CID-2273,ADY-072,3581,,4414,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2273,
1467,SSM-CID-2275,SSM,4252,,,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2275,
1468,ADY062-CID-2277,ADY-062,155,,100,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2277,
1469,SKS011-CID-2279,SKS-011,2140,,1786,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2279,
1470,AMP024-CID-2281,AMP-024,329,,180,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2281,
1471,MZT045-CID-2282,MZT-045,3569,,4402,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2282,
1472,OOT007-CID-2284,OOT-007,3577,,4411,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2284,
1473,OOT005-CID-2285,OOT-005,1876,,2959,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2285,
1474,OOT004AB-CID-2287,OOT-004AB,1875,,4098,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2287,
1475,KDS069-CID-2289,KDS-069,980,,846,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2289,
1476,OOT011-CID-2291,OOT-011,1880,,2962,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2291,
1477,NSE001-CID-2292,NSE-001,1788,,1490,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2292,
1478,JAE013-CID-2294,JAE-013,714,,4366,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2294,
1479,TBG003-CID-2296,TBG-003,2385,,1965,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2296,
1480,KGM005-CID-2298,KGM-005,1042,,905,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2298,
1481,TNR001-CID-2300,TNR-001,3561,,4394,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2300,
1482,SKS013-CID-2302,SKS-013,2142,,1787,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2302,
1483,JAE016-CID-2304,JAE-016,715,,609,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2304,
1484,TOK001-CID-2305,TOK-001,3170,,2624,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2305,
1485,OOT014-CID-2307,OOT-014,3560,,4383,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2307,
1486,SSM015-CID-2309,SSM-015,2289,,1886,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2309,
1487,JAE021-CID-2311,JAE-021,4253,,4859,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2311,
1488,NGK002-CID-2315,NGK-002,1660,,1394,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2315,
1489,KDS071-CID-2317,KDS-071,982,,847,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2317,
1490,GMY091-CID-2319,GMY-091,3862,,2,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2319,
1491,SSM014-CID-2321,SSM-014,2288,,1885,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2321,
1492,MTM003-CID-2323,MTM-003,4255,,4861,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2323,
1493,ARK001-CID-2325,ARK-001,353,,201,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2325,
1494,KOG001-CID-2327,KOG-001,1085,,938,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2327,
1495,DIC016-CID-2329,DIC-016,464,,302,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2329,
1496,ADV033-CID-2331,ADV-033,143,,91,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2331,
1497,KSP117-CID-2333,KSP-117,4191,,4734,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2333,
1498,ODS042-CID-2335,ODS-042,1842,,1540,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2335,
1499,SSM016-CID-2337,SSM-016,2290,,1887,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2337,
1500,SHT001-CID-2338,SHT-001,3807,,2,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2338,
1501,DIC025-CID-2340,DIC-025,3989,,4734,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2340,
1502,SWT001-CID-2342,SWT-001,3564,,4397,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2342,
1503,SK043T-CID-2344,SK-043T,2121,,1773,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2344,
1504,KDS042-CID-2347,KDS-042,4057,,2,ACTIVE,1/23/2025,3/10/2026,seed from tblCutter CutterID=2347,
1505,SMK104-CID-2352,SMK-104,4258,,4863,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2352,
1506,CLDS-CID-2353,CLDS,4260,,,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2353,
1507,NRK030-CID-2355,NRK-030,1776,,1479,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2355,
1508,OTAX015-CID-2360,OTAX-015,1929,,4102,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2360,
1509,MZT-CID-2361,MZT,1551,,1305,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2361,
1510,MDS005-CID-2362,MDS-005,1420,,1204,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2362,
1511,TOK005-CID-2363,TOK-005,3174,,2628,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2363,
1512,MRY008-CID-2364,MRY-008,1471,,1255,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2364,
1513,MZT-CID-2366,MZT,1551,,1305,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2366,
1514,MKG001-CID-2435,MKG-001,1432,,1216,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2435,
1515,SMK060-CID-2439,SMK-060,4262,,4865,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2439,
1516,NOKIA-CID-2441,NOKIA,4270,,,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2441,
1517,GMY036-CID-2445,GMY-036,628,,3905,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2445,
1518,KRE041-CID-2449,KRE-041,4134,,4734,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2449,
1519,NPC012-CID-2454,NPC-012,4271,,4873,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2454,
1520,YKS001-CID-2458,YKS-001,3321,,2753,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2458,
1521,YSM007-CID-2462,YSM-007,3469,,2861,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2462,
1522,TE01417-CID-2466,TE-0-141-7,4272,,4874,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2466,
1523,MBM001-CID-2471,MBM-001,1408,,1193,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2471,
1524,ADV017-CID-2475,ADV-017,134,,84,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2475,
1525,SPJ008-CID-2479,SPJ-008,2233,,1839,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2479,
1526,SK040-CID-2483,SK-040,4095,,4734,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2483,
1527,JAE013-CID-2487,JAE-013,714,,4366,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2487,
1528,TE79369933-CID-2492,TE-7-936993-3,2943,,4302,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2492,
1529,NRK001-CID-2493,NRK-001,1761,,1465,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2493,
1530,JAE017-CID-2495,JAE-017,4277,,4879,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2495,
1531,JAE180-CID-2497,JAE-180,803,,682,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2497,
1532,DIC042-CID-2498,DIC-042,477,,3888,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2498,
1533,Other-CID-2503,Other,1937,,2952,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2503,
1534,ADV016-CID-2506,ADV-016,4107,,4734,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2506,
1535,KSE001-CID-2510,KSE-001,4278,,4880,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2510,
1536,DIC007-CID-2514,DIC-007,456,,294,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2514,
1537,GMY030-CID-2518,GMY-030,4279,,4881,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2518,
1538,KSE002-CID-2522,KSE-002,1152,,991,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2522,
1539,SK030-CID-2526,SK-030,2116,,1770,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2526,
1540,TE71355-CID-2530,TE-7-135-5,2936,,2415,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2530,
1541,TMC004-CID-2535,TMC-004,3817,,2,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2535,
1542,NRK015-CID-2541,NRK-015,4280,,4882,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2541,
1543,DIC011-CID-2545,DIC-011,461,,299,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2545,
1544,GMY034-CID-2549,GMY-034,4282,,4884,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2549,
1545,TE51295-CID-2552,TE-5-129-5,2856,,2353,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2552,
1546,DIC012-CID-2556,DIC-012,462,,300,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2556,
1547,TH033-CID-2560,TH-033,3033,,2492,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2560,
1548,HKS010-CID-2562,HKS-010,656,,559,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2562,
1549,YSDF0151-CID-2565,YSD-F-015-1,3401,,2814,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2565,
1550,WKE003-CID-2567,WKE-003,3236,,2687,ACTIVE,1/24/2025,3/10/2026,seed from tblCutter CutterID=2567,
1551,TIH019-CID-2571,TIH-019,3080,,2536,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2571,
1552,MZT130-CID-2573,MZT-130,1613,,1351,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2573,
1553,ASC001-CID-2575,ASC-001,355,,203,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2575,
1554,MZT132-CID-2577,MZT-132,1615,,1353,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2577,
1555,OOT036-CID-2579,OOT-036,4284,,4886,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2579,
1556,KSP181-CID-2581,KSP-181,1329,,1125,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2581,
1557,MZT136-CID-2583,MZT-136,1619,,1357,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2583,
1558,TE81109-CID-2586,TE-8-110-9,2955,,59,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2586,
1559,SSM025-CID-2589,SSM-025,2299,,1896,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2589,
1560,ZD-CID-2590,ZD,3533,,2952,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2590,
1561,NHK003-CID-2592,NHK-003,4286,,4888,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2592,
1562,KDS139-CID-2594,KDS-139,1033,,897,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2594,
1563,RYK005-CID-2596,RYK-005,2011,,1681,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2596,
1564,MZT074-CID-2598,MZT-074,1575,,1316,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2598,
1565,NSM003-CID-2600,NSM-003,1809,,1510,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2600,
1566,AON003-CID-2602,AON-003,337,,185,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2602,
1567,DIM010R3-CID-2604,DIM-010 R3,580,,3891,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2604,
1568,AST001-CID-2606,AST-001,366,,213,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2606,
1569,TDS006-CID-2608,TDS-006,2422,,2001,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2608,
1570,JAE306-CID-2609,JAE-306,921,,795,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2609,
1571,KDS131-CID-2611,KDS-131,1026,,890,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2611,
1572,TBG009-CID-2613,TBG-009,2391,,1971,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2613,
1573,WTN005-CID-2615,WTN-005,3242,,2693,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2615,
1574,TSP005-CID-2618,TSP-005,3203,,2655,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2618,
1575,SHT012-CID-2622,SHT-012,2051,,1716,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2622,
1576,YSR021-CID-2624,YSR-021,3527,,2919,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2624,
1577,JAE285-CID-2627,JAE-285,899,,774,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2627,
1578,NPCT409-CID-2629,NPC-T-409,2382,,1962,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2629,
1579,GOJ004-CID-2632,GOJ-004,4289,,4891,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2632,
1580,TE21354-CID-2636,TE-2-135-4,4290,,4892,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2636,
1581,SMK084-CID-2640,SMK-084,3918,,4710,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2640,
1582,SMK064-CID-2644,SMK-064,3901,,,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2644,
1583,DIC-CID-2648,DIC,451,,3884,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2648,
1584,SMK062-CID-2652,SMK-062,3919,,4711,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2652,
1585,FDK001-CID-2656,FDK-001,3776,,2,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2656,
1586,SNT-CID-2661,SNT,4291,,,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2661,
1587,NRK004-CID-2665,NRK-004,1763,,1467,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2665,
1588,SMK067-CID-2669,SMK-067,3909,,,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2669,
1589,DIC005-CID-2673,DIC-005,455,,293,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2673,
1590,TMC014-CID-2716,TMC-014,3144,,4335,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2716,
1591,KGM006-CID-2717,KGM-006,1043,,906,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2717,
1592,JAE006-CID-2719,JAE-006,709,,604,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2719,
1593,SCP001-CID-2722,SCP-001,2019,,1688,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2722,
1594,MIY001R2-CID-2723,MIY-001 R2,1430,,1214,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2723,
1595,Other-CID-2725,Other,1937,,2952,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2725,
1596,MTM131-CID-2729,MTM-131,4293,,4430,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2729,
1597,Other-CID-2737,Other,1937,,2952,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2737,
1598,LPS015-CID-2745,LPS-015,1399,,1186,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2745,
1599,OOT015-CID-2749,OOT-015,1883,,1571,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2749,
1600,AAT002-CID-2764,AAT-002,4294,,4894,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2764,
1601,SLK106-CID-2779,SLK-106,2147,,1792,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2779,
1602,JAE069-CID-2780,JAE-069,4298,,4898,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2780,
1603,ウレタン-CID-2785,ウレタン,4299,,4899,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2785,
1604,足形-CID-2786,足形,4300,,,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2786,
1605,TSP002-CID-2790,TSP-002,4301,,4900,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2790,
1606,TNX013-CID-2792,TNX-013,3159,,2613,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2792,
1607,YSDH-CID-2794,YSD-H,4239,,,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2794,
1608,SSM020-CID-2797,SSM-020,2294,,1891,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2797,
1609,KMX003-CID-2800,KMX-003,1071,,924,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2800,
1610,KMX004R-CID-2804,KMX-004R,1072,,925,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2804,
1611,MTE001-CID-2810,MTE-001,1492,,1273,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2810,
1612,MZT022-CID-2814,MZT-022,4173,,4734,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2814,
1613,KSP057-CID-2818,KSP-057,4150,,4734,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2818,
1614,TYK003-CID-2822,TYK-003,3216,,2667,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2822,
1615,KSE021-CID-2826,KSE-021,1163,,998,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2826,
1616,Other-CID-2831,Other,1937,,2952,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2831,
1617,KSP055-CID-2835,KSP-055,4148,,4734,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2835,
1618,KDS050-CID-2839,KDS-050,4303,,4902,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2839,
1619,MSM022-CID-2843,MSM-022,4304,,4903,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2843,
1620,KSE020-CID-2847,KSE-020,1162,,997,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2847,
1621,WDS001-CID-2851,WDS-001,3233,,2684,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2851,
1622,ADY056-CID-2855,ADY-056,4158,,4734,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2855,
1623,KMX001-CID-2893,KMX-001,1069,,922,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2893,
1624,ADY055-CID-2897,ADY-055,151,,97,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2897,
1625,BNS001-CID-2903,BNS-001,406,,247,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2903,
1626,ADY029-CID-2907,ADY-029,4305,,4904,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2907,
1627,ADY003-CID-2912,ADY-003,4306,,4905,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2912,
1628,ADY075-CID-2919,ADY-075,164,,3862,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2919,
1629,NGS002-CID-2923,NGS-002,1663,,1397,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2923,
1630,MZT004-CID-2929,MZT-004,4169,,4734,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2929,
1631,SPJ045-CID-2933,SPJ-045,4122,,4734,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2933,
1632,NEC001B-CID-2937,NEC-001B,1634,,1370,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2937,
1633,NEC001B-CID-2941,NEC-001B,1634,,1370,ACTIVE,1/28/2025,3/10/2026,seed from tblCutter CutterID=2941,
